,Actual Values,Predicted Values,Gender,Age Group,Year In,Month In,Year Out,Month Out,Country_Code
213274,1,1,2,3,2019,2,2019,2,2
534345,0,1,1,2,2018,8,2018,8,5
256968,1,1,1,4,2019,3,2019,3,5
142000,1,1,1,3,2018,10,2018,10,2
26295,0,0,1,3,2017,9,2017,9,2
257125,0,1,2,6,2019,3,2019,3,5
227391,1,1,2,7,2019,2,2019,2,2
475488,0,0,1,7,2019,12,2019,12,2
222797,0,1,1,6,2019,2,2019,2,2
116932,0,0,1,7,2018,8,2018,8,2
577558,0,1,2,1,2019,12,2020,1,7
365287,0,0,1,2,2019,5,2019,5,1
177304,0,1,2,3,2018,12,2018,12,2
472597,0,0,1,7,2019,11,2019,11,5
476669,1,1,2,2,2019,12,2019,12,19
575244,0,0,1,4,2019,11,2019,11,7
300966,0,0,1,3,2019,4,2019,4,5
143169,1,1,2,2,2018,10,2018,10,1
106238,0,0,2,6,2018,7,2018,7,2
524716,0,0,1,7,2018,5,2018,5,2
47368,1,0,2,7,2017,12,2017,12,2
206713,0,0,1,6,2019,1,2019,1,2
437482,1,0,1,2,2019,8,2019,8,5
264808,1,1,2,6,2019,3,2019,3,5
222344,0,1,2,3,2019,2,2019,2,1
130145,1,0,1,7,2018,9,2018,9,1
86974,1,1,1,1,2018,5,2018,5,1
191735,1,1,1,3,2018,12,2019,1,2
17325,0,0,1,7,2017,7,2017,7,9
291445,1,1,1,6,2019,4,2019,4,2
122011,1,1,2,4,2018,8,2018,8,1
128330,1,1,2,5,2018,9,2018,9,5
432037,0,0,1,3,2019,8,2019,8,5
571373,1,0,1,6,2019,10,2019,10,5
329414,1,1,1,7,2019,5,2019,5,1
484512,0,0,1,7,2020,1,2020,1,2
29573,0,0,1,6,2017,9,2017,9,2
579126,0,0,1,3,2020,1,2020,1,7
102862,0,1,2,7,2018,6,2018,6,5
309674,0,1,2,5,2019,4,2019,4,1
41020,1,1,1,2,2017,11,2017,11,2
236916,1,1,2,4,2019,3,2019,3,2
543973,1,1,1,7,2018,11,2018,12,2
547680,0,0,1,5,2019,1,2019,1,7
418149,1,0,2,3,2019,7,2019,7,5
249700,1,1,1,2,2019,3,2019,3,1
458060,0,0,2,6,2019,9,2019,9,5
252669,1,1,1,6,2019,3,2019,3,5
192259,0,1,1,7,2018,12,2018,12,5
297857,1,0,2,4,2019,4,2019,4,2
228123,1,1,1,7,2019,2,2019,2,2
153387,1,1,2,6,2018,10,2018,11,2
201795,1,1,2,3,2019,1,2019,1,5
105877,1,1,1,7,2018,7,2018,7,5
532149,1,0,2,3,2018,7,2018,7,4
291221,0,0,2,2,2019,4,2019,4,5
229724,1,1,2,3,2019,2,2019,2,5
376753,1,1,1,7,2019,6,2019,6,5
64979,1,1,1,5,2018,3,2018,3,5
360465,0,1,1,4,2019,5,2019,5,9
318179,1,1,1,5,2019,5,2019,5,2
97308,1,1,1,7,2018,6,2018,6,2
560520,0,0,1,7,2019,6,2019,6,7
182510,1,1,2,7,2018,12,2018,12,2
224089,1,1,2,7,2019,2,2019,2,2
227127,1,0,2,4,2019,2,2019,2,5
553191,0,0,1,3,2019,3,2019,3,7
232230,1,1,2,6,2019,2,2019,2,5
76469,0,0,1,7,2018,4,2018,4,7
489679,0,0,2,5,2017,3,2017,3,7
553081,1,0,1,2,2019,3,2019,3,7
61241,0,0,1,3,2018,2,2018,2,2
326975,1,1,2,6,2019,5,2019,5,1
441835,0,0,1,7,2019,8,2019,8,2
253088,1,1,1,6,2019,3,2019,3,2
193785,1,0,1,7,2019,1,2019,1,2
557594,1,1,1,6,2019,5,2019,5,5
58165,0,0,1,7,2018,1,2018,1,5
473931,0,0,2,7,2019,11,2019,11,1
86396,1,0,2,7,2018,5,2018,5,5
39847,1,0,1,5,2017,11,2017,11,2
111026,0,0,2,7,2018,7,2018,7,2
555970,1,1,2,5,2019,4,2019,4,24
537668,0,0,1,7,2018,9,2018,9,7
378594,1,1,1,7,2019,6,2019,6,2
535003,0,0,1,4,2018,8,2018,8,27
237506,1,1,2,4,2019,3,2019,3,5
40572,0,0,1,5,2017,11,2017,11,2
377194,1,0,2,5,2019,6,2019,6,1
146418,1,0,1,7,2018,10,2018,10,5
29687,0,0,1,2,2017,9,2017,9,2
439975,0,0,1,4,2019,8,2019,8,5
78241,0,0,1,6,2018,4,2018,4,2
238878,1,1,2,3,2019,3,2019,3,2
456068,0,0,1,7,2019,9,2019,9,7
306276,0,1,1,7,2019,4,2019,4,2
567530,0,0,1,5,2019,9,2019,9,7
1126,1,0,2,6,2017,1,2017,1,4
220165,1,1,2,7,2019,2,2019,2,5
483644,0,0,1,7,2020,1,2020,1,7
570694,0,0,1,7,2019,10,2019,10,7
527147,1,0,1,7,2018,5,2018,5,5
74329,0,0,2,7,2018,4,2018,4,5
71220,0,0,1,7,2018,3,2018,3,1
352026,0,0,1,2,2019,5,2019,5,1
270738,1,1,2,4,2019,3,2019,4,5
84437,1,1,1,4,2018,5,2018,5,1
562009,0,0,2,4,2019,7,2019,7,7
462741,0,0,1,7,2019,10,2019,10,7
26316,0,0,1,6,2017,9,2017,9,5
437185,1,0,2,2,2019,8,2019,8,2
49992,1,0,2,4,2017,12,2017,12,2
424741,1,0,2,5,2019,7,2019,7,27
477477,0,1,2,4,2019,12,2019,12,2
68650,0,0,1,7,2018,3,2018,3,2
521984,1,1,2,3,2018,4,2018,4,5
393262,0,0,2,4,2019,6,2019,6,5
159670,1,1,1,7,2018,11,2018,11,2
350217,1,1,1,7,2019,5,2019,5,5
545060,0,0,1,6,2018,12,2018,12,7
28514,0,0,2,2,2017,9,2017,9,2
507322,1,1,1,4,2017,12,2017,12,7
141815,1,1,1,2,2018,10,2018,10,5
288858,0,0,1,3,2019,4,2019,4,2
191281,1,1,1,7,2018,12,2018,12,2
424325,0,0,2,7,2019,7,2019,7,1
182953,1,1,1,4,2018,12,2018,12,5
14466,0,0,2,6,2017,6,2017,6,1
311149,1,1,1,7,2019,4,2019,5,1
221411,1,1,1,5,2019,2,2019,2,5
47722,1,0,1,7,2017,12,2017,12,5
325554,0,0,2,2,2019,5,2019,5,5
412057,0,0,1,6,2019,7,2019,7,17
430687,0,1,2,4,2019,7,2019,8,5
573994,0,0,1,3,2019,11,2019,11,27
285875,1,0,2,5,2019,4,2019,4,2
221801,1,1,1,7,2019,2,2019,2,2
474090,1,1,2,5,2019,11,2019,12,4
8889,0,0,2,7,2017,4,2017,4,2
305073,0,0,1,3,2019,4,2019,4,5
428015,0,0,1,7,2019,7,2019,7,5
524258,0,1,1,3,2018,4,2018,4,5
545817,0,0,2,7,2018,12,2018,12,7
159534,0,1,2,3,2018,11,2018,11,5
478215,0,0,1,7,2019,12,2019,12,2
259799,1,1,1,7,2019,3,2019,3,5
28027,0,0,1,7,2017,9,2017,9,5
81535,1,1,2,3,2018,4,2018,4,5
455574,0,0,2,7,2019,9,2019,9,7
266676,1,1,1,5,2019,3,2019,3,12
524093,0,1,1,4,2018,4,2018,4,5
234347,0,1,2,3,2019,2,2019,2,5
478395,1,0,2,5,2019,12,2019,12,5
37719,1,0,2,3,2017,11,2017,11,1
418993,0,0,1,7,2019,7,2019,7,2
383845,0,0,1,4,2019,6,2019,6,2
486202,0,0,1,7,2020,1,2020,1,7
21007,0,0,1,6,2017,8,2017,8,2
180586,1,1,1,7,2018,12,2018,12,2
535537,0,1,1,2,2018,8,2018,8,5
521164,1,0,1,7,2018,4,2018,4,7
102408,0,0,1,7,2018,6,2018,6,7
47123,1,0,2,3,2017,12,2017,12,2
409304,0,0,2,1,2019,7,2019,7,7
87555,1,1,1,4,2018,5,2018,5,5
415128,1,0,1,5,2019,7,2019,7,2
3592,0,0,2,7,2017,2,2017,2,2
252373,0,1,2,6,2019,3,2019,3,2
146487,1,1,2,4,2018,10,2018,10,2
292025,1,1,2,7,2019,4,2019,4,2
149392,1,1,2,7,2018,10,2018,10,5
19906,0,0,1,4,2017,7,2017,8,1
581150,0,0,2,6,2020,2,2020,2,7
93180,1,1,1,3,2018,5,2018,6,2
147467,1,1,2,7,2018,10,2018,10,5
67374,1,0,1,6,2018,3,2018,3,5
565706,1,0,2,4,2019,8,2019,8,7
353795,0,1,1,3,2019,5,2019,5,1
138074,0,0,1,3,2018,10,2018,10,10
486558,0,0,2,7,2020,1,2020,1,2
303996,0,1,2,5,2019,4,2019,4,1
548691,0,0,1,5,2019,1,2019,1,7
445286,1,0,2,5,2019,8,2019,8,5
233168,1,1,2,7,2019,2,2019,2,2
289902,1,0,1,3,2019,4,2019,4,1
413722,0,0,1,7,2019,7,2019,7,5
232036,0,1,2,3,2019,2,2019,2,5
99304,1,1,2,5,2018,6,2018,6,1
353786,0,1,1,5,2019,5,2019,5,1
190864,1,1,2,7,2018,12,2018,12,5
38320,0,0,1,7,2017,11,2017,11,2
76154,1,1,2,4,2018,4,2018,4,2
15555,0,0,2,3,2017,6,2017,6,2
418899,0,0,1,6,2019,7,2019,7,1
168583,1,1,2,2,2018,11,2018,11,5
171034,1,1,2,4,2018,11,2018,12,5
77517,1,1,1,4,2018,4,2018,4,2
146261,0,1,2,7,2018,10,2018,10,5
33208,0,0,1,7,2017,10,2017,10,7
164081,1,1,2,3,2018,11,2018,11,1
446856,1,1,2,3,2019,8,2019,9,5
483808,1,1,2,6,2020,1,2020,1,4
296060,1,0,2,4,2019,4,2019,4,1
328284,0,0,1,2,2019,5,2019,5,2
372456,1,0,2,6,2019,6,2019,6,2
333815,1,1,1,4,2019,5,2019,5,5
143679,0,0,1,7,2018,10,2018,10,2
311358,0,1,1,7,2019,4,2019,5,2
148996,1,1,1,3,2018,10,2018,10,2
872,0,0,1,5,2017,1,2017,1,2
17508,0,0,1,7,2017,7,2017,7,2
198927,0,1,1,3,2019,1,2019,1,5
137984,1,1,2,3,2018,10,2018,10,5
376213,1,1,1,7,2019,6,2019,6,2
108221,1,1,2,4,2018,7,2018,7,1
347107,1,0,1,4,2019,5,2019,5,12
477740,0,0,1,6,2019,12,2019,12,2
222643,1,1,1,5,2019,2,2019,2,2
401446,1,1,2,6,2019,6,2019,7,5
387979,0,0,1,3,2019,6,2019,6,5
276193,1,1,1,7,2019,4,2019,4,2
168313,1,1,1,7,2018,11,2018,11,5
475873,0,0,1,6,2019,12,2019,12,2
128887,0,1,1,7,2018,9,2018,9,2
431566,1,0,1,5,2019,8,2019,8,5
504435,0,1,2,3,2017,11,2017,11,2
300619,1,1,2,3,2019,4,2019,11,5
285040,0,1,1,6,2019,4,2019,4,5
399120,0,0,2,2,2019,6,2019,6,5
232861,1,1,1,7,2019,2,2019,3,2
316845,0,0,2,4,2019,5,2019,5,12
11877,0,0,1,4,2017,5,2017,5,2
207557,0,0,2,6,2019,1,2019,1,5
101269,1,1,2,7,2018,6,2018,6,2
225071,0,1,1,4,2019,2,2019,2,5
580033,0,0,1,4,2020,2,2020,2,7
48106,1,0,1,7,2017,12,2017,12,5
470952,0,0,2,7,2019,11,2019,11,5
186465,1,1,1,5,2018,12,2018,12,2
495733,0,0,1,5,2017,8,2017,8,7
353865,0,1,1,5,2019,5,2019,5,1
276486,1,1,1,7,2019,4,2019,4,2
54431,0,0,1,5,2018,1,2018,1,5
515234,0,0,2,7,2018,2,2018,2,5
95213,0,1,2,3,2018,6,2018,6,2
515721,0,0,1,6,2018,3,2018,3,7
218667,0,1,1,7,2019,2,2019,2,2
427965,0,0,1,3,2019,7,2019,7,17
321268,1,1,1,5,2019,5,2019,5,5
553092,0,0,1,3,2019,3,2019,3,7
9764,0,0,1,7,2017,4,2017,4,7
37,1,0,2,5,2017,1,2017,1,2
513489,0,0,1,1,2018,2,2018,2,7
481149,1,0,1,7,2019,12,2019,12,2
211431,0,1,2,7,2019,2,2019,2,2
208342,0,1,2,3,2019,1,2019,1,5
68367,0,0,1,7,2018,3,2018,3,7
97799,1,1,1,7,2018,6,2018,6,2
150580,1,0,2,7,2018,10,2018,10,1
579008,0,0,2,2,2020,1,2020,1,7
226199,0,1,1,4,2019,2,2019,2,2
225318,1,1,1,5,2019,2,2019,2,2
118001,1,0,2,7,2018,8,2018,8,2
263895,1,1,2,5,2019,3,2019,3,5
80193,0,1,2,3,2018,4,2018,4,2
300908,0,0,1,4,2019,4,2019,4,2
397681,1,0,2,3,2019,6,2019,6,1
326875,1,0,1,2,2019,5,2019,5,5
490293,0,0,2,6,2017,4,2017,4,17
231775,0,1,1,3,2019,2,2019,2,5
533713,0,1,1,2,2018,7,2018,8,4
16185,0,0,1,7,2017,7,2017,7,7
523983,1,1,2,3,2018,4,2018,5,2
105006,0,1,2,4,2018,7,2018,7,1
492492,0,0,2,5,2017,6,2017,6,7
500093,0,0,2,3,2017,10,2017,10,8
517226,0,0,2,2,2018,3,2018,3,7
8024,0,0,1,4,2017,3,2017,3,7
399076,1,1,1,7,2019,6,2019,6,5
93734,0,0,1,6,2018,5,2018,5,7
90343,0,0,1,7,2018,5,2018,5,7
206688,1,0,2,2,2019,1,2019,1,5
209549,0,0,1,7,2019,1,2019,1,2
544640,0,0,2,6,2018,12,2018,12,7
89977,0,0,1,7,2018,5,2018,5,7
534117,1,1,1,1,2018,8,2018,8,2
127518,0,1,2,4,2018,9,2018,9,5
538362,1,1,1,6,2018,9,2018,10,7
441252,0,0,1,5,2019,8,2019,8,17
106795,0,1,2,1,2018,7,2018,7,5
174042,0,1,2,7,2018,12,2018,12,2
346919,1,0,1,2,2019,5,2019,5,5
333353,1,1,1,5,2019,5,2019,5,5
218373,1,1,2,4,2019,2,2019,2,12
155773,1,0,2,7,2018,11,2018,11,5
488198,0,0,1,6,2017,1,2017,1,1
264079,1,1,2,7,2019,3,2019,3,5
140685,0,0,1,7,2018,10,2018,10,2
475136,0,0,2,7,2019,12,2019,12,2
244439,1,1,2,3,2019,3,2019,3,2
410761,0,0,2,7,2019,7,2019,7,5
83514,1,1,2,5,2018,5,2018,5,5
136627,0,1,1,3,2018,9,2018,9,5
80902,1,1,1,3,2018,4,2018,4,1
227332,1,1,2,7,2019,2,2019,2,1
118785,0,0,1,7,2018,8,2018,8,5
25208,1,1,2,2,2017,8,2017,9,2
252882,0,1,2,7,2019,3,2019,3,2
57983,1,0,2,3,2018,1,2018,1,2
242244,1,1,2,4,2019,3,2019,3,5
258444,1,1,2,5,2019,3,2019,3,1
187674,1,1,2,4,2018,12,2018,12,5
31414,0,0,1,7,2017,10,2017,10,5
521231,0,0,2,7,2018,4,2018,4,2
436698,0,0,1,7,2019,8,2019,8,2
569230,0,0,1,1,2019,9,2019,9,7
253342,1,1,1,6,2019,3,2019,3,2
359078,0,1,1,4,2019,5,2019,5,5
439028,0,0,1,7,2019,8,2019,8,2
525568,1,0,1,4,2018,5,2018,5,7
345646,0,1,1,3,2019,5,2019,5,1
187060,1,1,2,6,2018,12,2018,12,2
422287,1,0,1,4,2019,7,2019,7,2
443224,1,0,2,5,2019,8,2019,8,1
464888,0,0,1,7,2019,10,2019,10,7
274959,0,0,1,4,2019,4,2019,4,2
491642,0,0,2,4,2017,5,2017,6,7
131723,0,1,1,6,2018,9,2018,9,2
43675,0,0,2,4,2017,11,2017,11,1
86443,1,0,1,4,2018,5,2018,5,2
272006,1,1,1,3,2019,3,2019,4,2
578954,1,0,2,5,2020,1,2020,1,7
482738,0,1,1,2,2020,1,2020,1,2
286265,1,0,2,3,2019,4,2019,4,1
493147,0,0,1,7,2017,7,2017,7,5
429189,0,0,1,7,2019,7,2019,7,2
6923,0,0,1,7,2017,3,2017,3,5
569302,0,0,1,2,2019,9,2019,9,7
35941,0,0,1,7,2017,10,2017,10,1
323783,0,1,1,3,2019,5,2019,5,2
127764,0,1,2,4,2018,9,2018,9,5
204320,0,1,1,4,2019,1,2019,1,5
209941,0,0,1,7,2019,1,2019,2,1
316233,1,1,1,4,2019,5,2019,5,5
6584,0,0,1,7,2017,2,2017,2,7
205051,1,0,2,6,2019,1,2019,1,1
368314,0,0,2,3,2019,6,2019,6,1
115770,1,1,1,2,2018,8,2018,8,5
193725,0,0,1,2,2019,1,2019,1,4
250870,0,1,1,1,2019,3,2019,3,2
214112,0,1,1,4,2019,2,2019,2,5
567227,1,0,2,7,2019,8,2019,9,7
95846,0,1,2,4,2018,6,2018,6,2
465461,1,0,1,7,2019,10,2019,10,2
295659,1,1,1,7,2019,4,2019,4,2
22968,0,0,1,7,2017,8,2017,8,1
94633,0,0,1,7,2018,6,2018,6,7
58139,0,0,1,7,2018,1,2018,1,2
226851,0,1,1,6,2019,2,2019,2,2
25224,0,1,2,3,2017,8,2017,9,2
60972,0,0,1,7,2018,2,2018,2,7
303252,1,1,1,7,2019,4,2019,4,5
395524,1,0,2,5,2019,6,2019,6,5
80820,1,1,1,5,2018,4,2018,4,1
26070,0,0,2,3,2017,9,2017,9,5
26247,0,0,1,6,2017,9,2017,9,7
164774,1,1,1,3,2018,11,2018,11,2
499467,0,0,1,4,2017,10,2017,10,27
246774,1,1,1,2,2019,3,2019,3,2
486010,0,0,1,2,2020,1,2020,1,6
152964,0,0,2,7,2018,10,2018,10,7
200038,1,1,1,4,2019,1,2019,1,5
360374,0,1,2,5,2019,5,2019,5,2
28041,0,0,1,7,2017,9,2017,9,7
226389,1,1,1,5,2019,2,2019,2,5
58530,0,0,1,7,2018,1,2018,1,7
8112,0,0,1,7,2017,3,2017,3,5
21688,0,0,2,7,2017,8,2017,8,2
435201,0,1,1,2,2019,8,2019,8,2
46599,1,0,2,7,2017,12,2017,12,2
212611,0,1,1,7,2019,2,2019,2,5
191187,0,1,2,7,2018,12,2018,12,2
505082,1,0,2,2,2017,12,2017,12,7
497414,0,0,1,7,2017,9,2017,9,2
91388,0,1,1,5,2018,5,2018,5,5
557123,0,0,2,7,2019,5,2019,5,24
224734,1,1,2,3,2019,2,2019,2,4
52665,0,0,1,7,2018,1,2018,1,2
425064,0,0,1,4,2019,7,2019,7,5
533409,0,0,2,4,2018,7,2018,7,7
214398,1,1,1,4,2019,2,2019,2,5
122983,0,0,1,7,2018,8,2018,8,2
270949,1,1,1,7,2019,3,2019,4,1
343844,1,1,1,7,2019,5,2019,5,5
83529,0,0,1,7,2018,5,2018,5,5
205821,0,0,1,7,2019,1,2019,1,2
281893,1,1,1,7,2019,4,2019,4,5
153818,0,0,1,7,2018,10,2018,10,2
367373,1,1,2,2,2019,5,2019,6,5
232318,1,1,1,2,2019,2,2019,2,2
362620,0,1,1,7,2019,5,2019,5,5
420733,0,0,2,4,2019,7,2019,7,5
501618,1,0,2,7,2017,11,2017,11,5
170924,1,1,1,2,2018,11,2018,11,1
418005,0,0,2,2,2019,7,2019,7,1
260039,1,1,1,7,2019,3,2019,3,2
236402,1,1,2,7,2019,2,2019,3,1
442438,0,0,2,2,2019,8,2019,8,2
346610,0,1,1,7,2019,5,2019,5,2
243022,1,1,1,7,2019,3,2019,3,5
441340,0,0,1,6,2019,8,2019,8,7
185745,1,1,2,7,2018,12,2018,12,2
533617,0,0,1,3,2018,7,2018,8,7
286563,0,0,1,4,2019,4,2019,4,5
354064,0,0,1,7,2019,5,2019,5,7
209684,0,0,1,7,2019,1,2019,2,2
543498,1,0,1,6,2018,11,2018,11,7
473447,0,0,1,7,2019,11,2019,11,2
561082,0,0,2,3,2019,6,2019,6,7
536539,1,1,1,3,2018,9,2018,9,2
205202,1,0,2,5,2019,1,2019,1,2
107714,1,1,1,5,2018,7,2018,7,5
330132,1,1,2,6,2019,5,2019,5,2
440986,0,0,1,7,2019,8,2019,8,5
61768,0,0,1,6,2018,2,2018,2,5
544458,1,0,1,6,2018,12,2018,12,7
167456,1,1,1,3,2018,11,2018,11,2
174289,1,1,1,3,2018,12,2018,12,5
433605,1,0,1,7,2019,8,2019,8,1
198273,1,0,2,5,2019,1,2019,1,2
296707,1,0,2,4,2019,4,2019,4,5
260643,1,1,2,5,2019,3,2019,3,5
557311,0,0,1,3,2019,5,2019,5,7
210276,0,1,2,6,2019,1,2019,2,2
556790,0,0,2,4,2019,4,2019,4,1
236300,0,1,2,3,2019,2,2019,3,5
416717,0,0,1,5,2019,7,2019,7,2
296978,0,0,2,3,2019,4,2019,4,2
247982,1,1,1,4,2019,3,2019,3,2
382048,0,0,2,4,2019,6,2019,6,1
521506,1,1,1,4,2018,4,2018,4,5
235048,1,1,2,3,2019,2,2019,3,1
88864,0,0,1,7,2018,5,2018,5,7
119569,1,1,2,4,2018,8,2018,8,5
229530,1,1,2,6,2019,2,2019,2,2
548553,0,0,2,4,2019,1,2019,1,7
450175,0,0,2,5,2019,9,2019,9,7
416114,0,0,1,7,2019,7,2019,7,2
427630,0,0,1,2,2019,7,2019,7,2
109630,1,1,1,7,2018,7,2018,7,2
25151,0,0,1,4,2017,8,2017,8,2
60579,0,0,1,7,2018,2,2018,2,7
194004,0,0,2,4,2019,1,2019,1,2
109305,1,1,1,3,2018,7,2018,7,5
513064,0,0,1,3,2018,2,2018,2,5
152185,1,0,1,7,2018,10,2018,10,5
457868,0,0,1,3,2019,9,2019,9,7
565372,0,1,1,2,2020,1,2020,1,8
48676,1,0,2,3,2017,12,2017,12,1
88108,0,0,1,7,2018,5,2018,5,2
544681,0,1,1,4,2018,12,2018,12,17
110926,0,1,1,4,2018,7,2018,7,5
203368,0,0,1,7,2019,1,2019,1,7
519551,0,1,1,4,2018,3,2018,3,2
298137,0,1,2,7,2019,4,2019,4,5
361742,1,0,2,3,2019,5,2019,5,2
360370,1,1,2,5,2019,5,2019,5,5
399251,0,0,2,4,2019,6,2019,6,5
47350,0,0,2,6,2017,12,2017,12,5
314133,1,1,2,7,2019,5,2019,5,5
221788,1,1,1,5,2019,2,2019,2,2
156323,1,1,1,2,2018,11,2018,11,5
281887,0,0,1,3,2019,4,2019,4,5
386109,0,0,2,6,2019,6,2019,6,2
297867,1,1,1,7,2019,4,2019,4,2
344672,0,1,1,7,2019,5,2019,5,2
89677,0,0,1,7,2018,5,2018,5,2
163390,0,0,1,7,2018,11,2018,11,7
16766,0,0,1,7,2017,7,2017,7,7
528625,1,0,1,3,2018,6,2018,6,27
298009,1,0,1,4,2019,4,2019,4,5
190493,1,1,2,3,2018,12,2018,12,2
49342,1,0,2,2,2017,12,2017,12,2
358557,0,0,2,3,2019,5,2019,5,5
263981,1,1,1,7,2019,3,2019,3,5
217740,1,1,1,4,2019,2,2019,2,5
430471,0,0,2,2,2019,7,2019,7,5
20605,0,0,1,4,2017,8,2017,8,1
438694,1,1,2,3,2019,8,2019,8,2
547848,1,0,1,5,2019,1,2019,1,7
455050,1,1,1,4,2019,9,2019,9,5
508715,0,0,1,6,2017,12,2017,12,27
77362,0,1,2,5,2018,4,2018,4,5
3271,0,0,1,4,2017,1,2017,1,7
90435,1,1,2,3,2018,5,2018,5,2
4230,1,0,1,4,2017,2,2017,2,1
101505,0,1,2,6,2018,6,2018,6,2
436868,1,0,2,5,2019,8,2019,8,5
571428,0,0,2,6,2019,10,2019,10,7
325749,1,1,1,7,2019,5,2019,5,2
220192,0,1,2,3,2019,2,2019,2,5
377998,1,1,1,7,2019,6,2019,6,2
123177,0,0,2,7,2018,8,2018,8,5
235615,1,1,2,4,2019,2,2019,3,5
370812,0,0,2,2,2019,6,2019,6,2
371862,1,0,2,3,2019,6,2019,6,2
36765,1,0,2,4,2017,11,2017,11,1
100072,1,1,2,4,2018,6,2018,6,5
434039,0,0,1,5,2019,8,2019,8,2
26758,1,0,1,7,2017,9,2017,9,11
87687,0,0,1,7,2018,5,2018,5,5
204626,0,0,2,5,2019,1,2019,1,5
361342,0,0,1,2,2019,5,2019,5,5
307043,0,1,1,6,2019,4,2019,4,2
326020,1,1,2,7,2019,5,2019,5,1
330443,1,1,2,5,2019,5,2019,5,5
422079,0,0,1,7,2019,7,2019,7,2
407762,0,0,1,3,2019,7,2019,7,2
210950,0,1,1,7,2019,2,2019,2,2
372740,1,0,1,3,2019,6,2019,6,1
416917,1,0,1,3,2019,7,2019,7,5
166784,1,0,1,3,2018,11,2018,11,7
445993,0,0,2,5,2019,8,2019,8,5
68216,1,1,1,3,2018,3,2018,3,5
110117,1,1,1,7,2018,7,2018,7,6
519636,1,1,1,3,2018,3,2018,4,5
273189,1,1,2,7,2019,3,2019,4,5
487848,0,0,1,3,2017,1,2017,1,7
83147,0,1,1,7,2018,4,2018,5,2
281418,1,0,2,2,2019,4,2019,4,2
237822,0,1,1,7,2019,3,2019,3,2
411698,0,0,1,7,2019,7,2019,7,5
406035,0,0,2,3,2019,7,2019,7,2
455334,1,0,2,3,2019,9,2019,9,2
66506,0,0,1,6,2018,3,2018,3,2
435617,0,0,2,6,2019,8,2019,8,5
391353,0,1,1,7,2019,6,2019,6,1
55207,0,0,2,6,2018,1,2018,1,2
354130,1,0,1,2,2019,5,2019,5,5
11923,0,0,1,6,2017,5,2017,5,2
334554,0,1,2,6,2019,5,2019,5,5
121078,1,0,2,6,2018,8,2018,8,1
486237,0,0,1,7,2020,1,2020,1,2
119480,0,1,2,2,2018,8,2018,8,5
93168,0,0,1,6,2018,5,2018,5,7
491386,0,0,1,5,2017,5,2017,5,5
558795,1,0,2,3,2019,5,2019,5,7
457358,0,0,2,3,2019,9,2019,9,4
189003,1,1,2,6,2018,12,2018,12,2
496712,0,0,1,5,2017,9,2017,9,1
394692,0,0,2,3,2019,6,2019,6,12
156879,0,1,1,6,2018,11,2018,11,1
433969,0,0,2,6,2019,8,2019,8,7
506647,0,0,1,3,2017,12,2017,12,2
249504,1,1,2,4,2019,3,2019,3,1
344015,1,0,2,1,2019,5,2019,5,2
511702,0,0,1,3,2018,1,2018,1,7
482411,0,0,1,7,2020,1,2020,1,2
538213,1,0,1,5,2018,9,2018,9,7
103444,0,1,2,3,2018,6,2018,6,2
525007,1,0,2,4,2018,5,2018,5,2
271844,1,1,1,7,2019,3,2019,4,5
499693,0,1,2,7,2017,10,2017,10,10
371340,1,0,2,2,2019,6,2019,6,12
506935,0,0,2,2,2017,12,2017,12,2
339676,1,1,2,2,2019,5,2019,5,34
43141,1,0,2,5,2017,11,2017,11,5
511820,0,0,1,4,2018,1,2018,1,7
42314,0,0,1,7,2017,11,2017,11,2
17654,0,0,1,7,2017,7,2017,7,7
41253,1,0,1,7,2017,11,2017,11,2
556372,1,1,1,6,2019,4,2019,4,2
330620,1,1,1,7,2019,5,2019,5,2
468517,0,0,2,5,2019,11,2019,11,5
330143,1,1,1,7,2019,5,2019,5,2
22575,0,0,1,7,2017,8,2017,8,7
504834,1,0,2,3,2017,12,2017,12,5
491022,0,0,2,7,2017,5,2017,5,7
312581,1,1,1,7,2019,4,2019,5,2
227344,1,1,1,7,2019,2,2019,2,2
86197,1,1,2,5,2018,5,2018,5,5
457260,0,0,1,7,2019,9,2019,10,7
152227,1,1,1,4,2018,10,2018,10,2
232556,1,1,1,4,2019,2,2019,2,5
4558,0,0,2,7,2017,2,2017,2,1
279838,1,1,2,6,2019,4,2019,4,2
479849,0,0,1,6,2019,12,2019,12,2
562611,1,0,1,4,2019,7,2019,7,1
194232,0,0,1,5,2019,1,2019,1,2
247307,1,1,1,6,2019,3,2019,3,5
46986,0,0,1,6,2017,12,2017,12,5
391324,0,0,1,3,2019,6,2019,6,5
40025,0,0,1,6,2017,11,2017,11,5
40012,0,0,1,7,2017,11,2017,11,2
472123,1,1,1,3,2019,11,2019,11,5
163876,1,1,1,7,2018,11,2018,11,2
147504,1,1,2,3,2018,10,2018,10,5
526747,1,0,1,4,2018,5,2018,5,7
374609,0,0,2,5,2019,6,2019,6,5
490063,0,0,1,6,2017,4,2017,4,5
303977,1,1,1,7,2019,4,2019,4,5
223044,1,1,2,5,2019,2,2019,2,5
294058,0,0,2,4,2019,4,2019,4,5
374457,0,1,1,7,2019,6,2019,6,2
301446,1,0,2,3,2019,4,2019,4,5
54755,1,0,1,2,2018,1,2018,1,2
