,Actual Values,Predicted Values,Gender,Age Group,Year In,Month In,Year Out,Month Out,Country_Code
120862,0,0,1,7,2018,8,2018,8,7
131635,1,1,2,6,2018,9,2018,9,2
7708,0,0,1,3,2017,3,2017,3,7
206475,1,0,2,3,2019,1,2019,1,1
29547,0,0,1,7,2017,9,2017,9,7
466558,1,1,2,5,2019,10,2019,11,4
323349,1,1,1,5,2019,5,2019,5,1
219073,1,1,1,2,2019,2,2019,2,2
118918,1,0,2,7,2018,8,2018,8,2
489868,0,0,2,7,2017,3,2017,3,1
462512,1,1,1,3,2019,10,2019,10,2
6727,0,0,2,7,2017,2,2017,2,7
227413,1,1,1,4,2019,2,2019,2,5
427612,0,0,1,3,2019,7,2019,7,1
39218,0,0,2,2,2017,11,2017,11,1
538247,0,1,2,5,2018,9,2018,9,7
384795,0,0,2,1,2019,6,2019,6,1
572780,1,0,1,4,2019,10,2019,10,7
359422,0,1,2,5,2019,5,2019,5,5
322974,0,1,1,5,2019,5,2019,5,5
194782,0,1,2,4,2019,1,2019,1,5
142793,1,1,2,3,2018,10,2018,10,2
536559,0,0,1,1,2018,9,2018,9,7
2832,0,0,2,6,2017,1,2017,1,1
32700,0,0,2,7,2017,10,2017,10,2
255325,1,1,2,3,2019,3,2019,3,1
344337,1,1,2,7,2019,5,2019,5,2
296299,1,0,1,3,2019,4,2019,4,2
17224,0,0,1,7,2017,7,2017,7,7
483441,0,0,2,6,2020,1,2020,1,7
498063,0,0,2,7,2017,9,2017,9,7
167534,1,0,2,7,2018,11,2018,11,2
138119,1,1,1,6,2018,10,2018,10,2
232481,1,1,2,3,2019,2,2019,2,2
434352,0,0,1,7,2019,8,2019,8,7
556560,1,0,2,2,2019,4,2019,4,17
231641,0,1,2,4,2019,2,2019,2,2
92218,0,0,1,6,2018,5,2018,5,2
319548,0,0,2,4,2019,5,2019,5,2
324768,1,0,2,2,2019,5,2019,5,5
546709,0,0,2,6,2018,12,2018,12,7
228612,1,1,2,3,2019,2,2019,2,33
451015,0,1,1,1,2019,9,2019,9,5
169642,1,1,2,4,2018,11,2018,11,2
376440,1,0,1,6,2019,6,2019,6,2
476622,1,1,2,4,2019,12,2019,12,2
138800,0,1,2,4,2018,10,2018,10,2
443277,0,0,2,6,2019,8,2019,8,2
218847,1,1,2,4,2019,2,2019,2,1
86815,0,0,1,7,2018,5,2018,5,2
383875,0,0,2,5,2019,6,2019,6,1
452998,0,0,2,6,2019,9,2019,9,7
503543,0,0,1,4,2017,11,2017,11,65
219240,0,1,1,7,2019,2,2019,2,5
24663,1,0,1,7,2017,8,2017,8,5
348567,1,0,1,2,2019,5,2019,5,2
56335,1,0,1,7,2018,1,2018,1,2
513239,0,0,2,6,2018,2,2018,2,5
105617,1,1,1,7,2018,7,2018,7,2
219557,1,1,1,7,2019,2,2019,2,2
175141,1,1,1,6,2018,12,2018,12,2
207071,0,0,2,6,2019,1,2019,1,5
55144,0,0,1,7,2018,1,2018,1,5
119020,0,1,1,4,2018,8,2018,8,2
79836,0,0,1,7,2018,4,2018,4,5
380559,0,0,1,2,2019,6,2019,6,5
294534,1,1,1,7,2019,4,2019,4,5
163692,1,1,2,1,2018,11,2018,11,2
90219,0,0,2,7,2018,5,2018,5,1
579132,0,0,2,3,2020,2,2020,2,7
204305,0,0,1,7,2019,1,2019,1,2
88111,0,1,1,3,2018,5,2018,5,2
556380,0,0,2,5,2019,4,2019,4,9
17339,0,0,2,7,2017,7,2017,7,1
208186,0,0,2,2,2019,1,2019,1,2
263090,1,1,2,2,2019,3,2019,3,5
10134,0,0,2,3,2017,4,2017,5,1
31060,0,0,2,5,2017,10,2017,10,1
312634,1,1,2,6,2019,4,2019,5,2
547523,0,0,1,4,2019,1,2019,1,7
189761,1,1,1,7,2018,12,2018,12,5
273351,0,1,1,7,2019,3,2019,4,7
233134,0,1,2,3,2019,2,2019,2,5
185689,1,1,1,7,2018,12,2018,12,2
228339,0,1,2,2,2019,2,2019,2,2
155772,1,1,2,6,2018,11,2018,11,2
169186,1,1,1,7,2018,11,2018,11,5
411054,0,0,1,4,2019,7,2019,7,5
119272,1,0,1,7,2018,8,2018,8,2
576788,0,0,1,6,2019,12,2019,12,1
32249,0,0,1,7,2017,10,2017,10,7
48182,1,0,2,4,2017,12,2017,12,5
363117,1,1,1,3,2019,5,2019,6,5
509814,1,0,1,7,2018,1,2018,1,4
449413,0,1,1,3,2019,9,2019,9,5
347095,0,1,2,2,2019,5,2019,5,1
545008,1,0,2,5,2018,12,2018,12,27
183019,0,1,2,2,2018,12,2018,12,1
210914,1,1,1,6,2019,2,2019,2,12
248421,1,1,2,7,2019,3,2019,3,2
202202,0,0,2,6,2019,1,2019,1,5
89925,0,0,1,6,2018,5,2018,5,2
9249,0,0,1,7,2017,4,2017,4,7
271241,1,1,2,3,2019,3,2019,4,2
177174,0,0,1,7,2018,12,2018,12,7
167387,1,1,2,3,2018,11,2018,11,5
251156,1,1,2,7,2019,3,2019,3,5
89933,0,0,1,7,2018,5,2018,5,2
186106,1,1,1,7,2018,12,2018,12,5
524075,0,0,2,7,2018,4,2018,5,1
162957,1,1,2,2,2018,11,2018,11,2
30137,0,0,1,7,2017,9,2017,9,2
374260,0,0,1,2,2019,6,2019,6,2
512581,0,0,2,3,2018,2,2018,2,63
136174,0,1,2,4,2018,9,2018,9,5
10294,0,0,2,5,2017,5,2017,5,1
314617,1,1,1,3,2019,5,2019,5,2
381434,1,0,2,6,2019,6,2019,6,1
60820,0,0,1,3,2018,2,2018,2,5
49081,0,0,2,7,2017,12,2017,12,5
153635,0,0,1,7,2018,10,2018,10,7
196945,0,0,2,4,2019,1,2019,1,2
562239,0,0,1,1,2019,7,2019,7,7
31789,0,0,2,7,2017,10,2017,10,7
533064,0,1,1,5,2018,7,2018,7,2
17209,0,0,2,3,2017,7,2017,7,2
503326,0,0,1,5,2017,11,2017,11,7
479992,0,0,1,6,2019,12,2019,12,7
47463,0,0,1,3,2017,12,2017,12,1
130783,1,0,2,7,2018,9,2018,9,5
304299,1,1,2,7,2019,4,2019,4,9
362552,0,0,1,2,2019,5,2019,5,2
441493,0,0,1,3,2019,8,2019,8,4
388866,1,0,2,3,2019,6,2019,6,4
74388,0,0,1,7,2018,4,2018,4,2
185357,1,1,1,4,2018,12,2018,12,5
211396,0,1,2,7,2019,2,2019,2,2
558202,0,0,2,3,2019,8,2019,8,5
255115,0,1,1,7,2019,3,2019,3,2
410089,0,0,2,3,2019,7,2019,7,5
371897,1,0,1,5,2019,6,2019,6,2
402971,1,1,2,3,2019,6,2019,7,1
37272,0,0,2,6,2017,11,2017,11,2
138148,1,1,2,4,2018,10,2018,10,2
336871,1,1,1,7,2019,5,2019,5,1
509007,0,0,1,6,2018,1,2018,1,7
293523,1,1,2,6,2019,4,2019,4,2
150181,1,1,2,2,2018,10,2018,10,1
410123,1,0,2,5,2019,7,2019,7,2
309200,1,1,1,7,2019,4,2019,5,1
431533,0,0,1,5,2019,8,2019,8,7
105253,1,0,1,6,2018,7,2018,7,2
429696,0,1,1,5,2019,7,2019,7,1
405361,0,0,2,7,2019,7,2019,7,5
232724,1,1,1,7,2019,2,2019,3,1
242171,1,1,1,4,2019,3,2019,3,2
386332,0,0,2,2,2019,6,2019,6,2
339546,1,0,2,3,2019,5,2019,5,2
490602,0,0,2,6,2017,4,2017,4,26
12551,1,0,2,5,2017,6,2017,6,2
398018,0,0,2,4,2019,6,2019,6,1
355071,0,1,1,2,2019,5,2019,5,9
250209,1,1,2,7,2019,3,2019,3,2
416695,1,1,1,5,2019,7,2019,7,1
356947,0,1,2,1,2019,5,2019,8,1
433393,0,0,1,5,2019,8,2019,8,27
123406,1,1,2,4,2018,8,2018,9,5
226394,1,1,1,5,2019,2,2019,2,5
465315,1,0,1,7,2019,10,2019,10,2
222833,1,1,1,7,2019,2,2019,2,2
238042,1,1,1,2,2019,3,2019,3,2
414520,1,0,1,2,2019,7,2019,7,5
359213,1,0,1,6,2019,5,2019,6,12
129861,0,0,1,6,2018,9,2018,9,7
194749,0,0,2,7,2019,1,2019,1,5
498741,0,0,1,5,2017,10,2017,10,2
340462,1,1,1,5,2019,5,2019,5,5
65970,0,0,1,6,2018,3,2018,3,7
526761,0,0,2,2,2018,5,2018,5,4
394955,1,0,1,3,2019,6,2019,6,5
274206,0,0,2,5,2019,4,2019,4,5
227072,0,1,2,5,2019,2,2019,2,5
93065,0,0,1,7,2018,5,2018,5,5
47187,1,0,1,3,2017,12,2017,12,2
574499,0,0,1,7,2019,11,2019,11,5
249784,1,1,2,3,2019,3,2019,3,5
125709,1,0,1,7,2018,9,2018,9,5
60401,0,0,1,7,2018,2,2018,2,5
143189,0,0,1,7,2018,10,2018,10,5
539553,0,0,1,7,2018,10,2018,10,2
174606,1,1,2,3,2018,12,2018,12,5
62169,0,0,1,6,2018,2,2018,2,2
445802,0,0,2,5,2019,8,2019,8,5
382687,0,1,1,7,2019,6,2019,6,2
576898,0,0,1,4,2019,12,2019,12,7
81045,0,0,1,7,2018,4,2018,4,7
314849,0,1,1,5,2019,5,2019,5,2
576332,0,0,2,5,2019,12,2019,12,7
153293,1,1,2,5,2018,10,2018,11,5
285782,1,0,2,4,2019,4,2019,4,4
227500,1,1,2,5,2019,2,2019,2,5
304720,1,1,2,6,2019,4,2019,4,5
85464,1,1,1,4,2018,5,2018,5,5
416907,1,0,2,3,2019,7,2019,7,5
192781,0,1,2,5,2018,12,2019,1,5
520619,0,1,1,5,2018,4,2018,4,5
434208,0,0,1,1,2019,8,2019,8,2
55693,1,0,2,2,2018,1,2018,1,1
312931,0,1,1,6,2019,5,2019,5,5
84211,1,1,1,3,2018,5,2018,5,5
495439,0,0,1,3,2017,8,2017,8,1
406227,0,0,2,6,2019,7,2019,7,1
375623,1,0,1,6,2019,6,2019,6,5
57018,0,0,2,7,2018,1,2018,1,2
336895,0,0,1,2,2019,5,2019,5,1
121183,0,0,2,7,2018,8,2018,8,2
479226,0,1,1,5,2019,12,2019,12,2
366948,0,1,2,1,2019,5,2019,6,2
318407,1,1,2,6,2019,5,2019,5,2
119154,1,1,1,5,2018,8,2018,8,8
307652,1,0,2,2,2019,4,2019,4,5
27289,0,0,1,5,2017,9,2017,9,1
217532,1,1,1,7,2019,2,2019,2,2
403935,1,0,1,7,2019,6,2019,7,1
373843,1,0,2,3,2019,6,2019,6,1
513201,1,0,2,3,2018,2,2018,2,5
422396,1,0,2,6,2019,7,2019,7,5
563412,1,0,1,2,2019,7,2019,7,7
88767,0,1,2,6,2018,5,2018,5,5
75162,1,1,1,3,2018,4,2018,4,2
229106,0,0,1,7,2019,2,2019,2,7
448135,0,0,1,4,2019,9,2019,9,4
319589,1,0,1,2,2019,5,2019,5,5
105637,0,0,1,7,2018,7,2018,7,7
429146,1,0,2,6,2019,7,2019,7,2
125372,1,1,1,5,2018,9,2018,9,5
142304,0,1,2,3,2018,10,2018,10,2
181624,1,1,2,3,2018,12,2018,12,5
541011,0,0,2,3,2018,10,2018,10,7
80883,1,1,1,3,2018,4,2018,4,1
253523,0,1,2,6,2019,3,2019,3,2
342819,1,1,2,6,2019,5,2019,5,1
378318,1,0,1,6,2019,6,2019,6,5
229404,0,1,1,2,2019,2,2019,2,2
157651,1,1,1,7,2018,11,2018,11,2
263715,0,1,2,4,2019,3,2019,3,2
349526,0,1,2,5,2019,5,2019,5,2
132752,0,1,1,2,2018,9,2018,9,2
333006,1,1,1,6,2019,5,2019,5,2
519274,0,0,1,2,2018,3,2018,3,7
214215,0,1,2,2,2019,2,2019,2,2
534596,0,1,1,4,2018,8,2018,8,5
554087,0,0,2,7,2019,3,2019,3,7
104436,0,0,2,7,2018,6,2018,6,7
91124,0,0,1,6,2018,5,2018,5,5
421550,0,0,1,5,2019,7,2019,7,2
515042,0,0,2,6,2018,2,2018,2,7
514912,0,0,1,7,2018,2,2018,2,2
385745,0,1,2,7,2019,6,2019,6,1
39508,0,0,1,7,2017,11,2017,11,2
470054,1,1,2,3,2019,11,2019,11,5
345794,0,1,1,4,2019,5,2019,5,5
227258,1,1,2,4,2019,2,2019,2,2
320277,0,0,1,4,2019,5,2019,5,2
371655,1,0,2,2,2019,6,2019,6,2
279556,1,1,1,6,2019,4,2019,4,2
143860,0,0,1,7,2018,10,2018,10,7
136732,1,1,2,3,2018,9,2018,10,5
472283,0,0,1,2,2019,11,2019,11,4
320169,0,1,1,3,2019,5,2019,5,2
255046,1,1,1,7,2019,3,2019,3,2
444480,0,1,1,2,2019,8,2019,8,1
473236,0,0,2,7,2019,11,2019,11,12
173520,0,0,1,7,2018,11,2018,12,7
414789,1,0,2,6,2019,7,2019,7,1
521980,0,0,2,7,2018,4,2018,4,5
100741,1,1,1,3,2018,6,2018,6,5
295929,0,0,1,7,2019,4,2019,4,7
439349,0,0,1,7,2019,8,2019,8,2
398274,1,0,2,2,2019,6,2019,6,1
25642,0,0,1,7,2017,9,2017,9,2
18305,0,0,1,7,2017,7,2017,7,7
447371,0,0,1,7,2019,8,2019,8,7
489500,0,0,2,4,2017,3,2017,3,7
475438,0,0,1,7,2019,12,2019,12,2
175623,1,1,2,3,2018,12,2018,12,5
269968,1,1,1,7,2019,3,2019,4,1
426541,1,0,2,2,2019,7,2019,7,5
130709,1,1,1,5,2018,9,2018,9,2
17612,0,0,2,4,2017,7,2017,7,2
145226,0,0,1,7,2018,10,2018,10,2
173,1,0,1,5,2017,1,2017,1,5
282394,0,0,1,3,2019,4,2019,4,2
388811,0,0,1,2,2019,6,2019,6,5
523,1,0,1,4,2017,1,2017,1,5
116664,0,0,1,7,2018,8,2018,8,7
443849,0,0,1,5,2019,8,2019,8,2
24319,1,0,1,6,2017,8,2017,8,5
154006,0,0,1,7,2018,10,2018,10,7
243345,0,0,1,7,2019,3,2019,3,7
252772,1,1,2,5,2019,3,2019,3,2
516183,0,0,1,7,2018,3,2018,3,2
502658,0,0,1,7,2017,11,2017,11,2
442025,1,0,2,5,2019,8,2019,8,5
328709,1,1,1,3,2019,5,2019,5,1
293870,0,0,2,2,2019,4,2019,4,5
196604,0,0,1,7,2019,1,2019,1,2
172094,0,1,1,2,2018,11,2018,11,5
11088,0,0,1,7,2017,5,2017,5,5
518770,0,0,1,2,2018,3,2018,3,7
2486,0,0,1,3,2017,1,2017,1,7
327009,1,0,2,3,2019,5,2019,5,2
11730,0,0,1,7,2017,5,2017,5,2
562718,0,0,1,5,2019,7,2019,7,7
34741,0,0,1,7,2017,10,2017,10,2
150581,0,0,1,7,2018,10,2018,10,5
259618,1,1,1,3,2019,3,2019,3,2
462623,0,0,1,7,2019,10,2019,10,7
523934,1,1,1,6,2018,4,2018,5,7
329413,1,1,2,7,2019,5,2019,5,5
247074,1,1,2,4,2019,3,2019,3,5
47028,0,0,1,7,2017,12,2017,12,7
303117,1,1,2,7,2019,4,2019,4,5
311436,1,1,1,7,2019,4,2019,5,2
205813,0,0,1,7,2019,1,2019,1,7
570199,1,0,2,4,2019,9,2019,9,7
182299,0,1,2,6,2018,12,2018,12,2
151554,1,1,1,2,2018,10,2018,10,5
18885,0,0,1,7,2017,7,2017,7,2
337876,1,1,1,3,2019,5,2019,5,2
543182,0,1,1,1,2018,11,2018,11,5
513138,0,0,2,6,2018,2,2018,2,7
275287,1,0,1,4,2019,4,2019,4,5
394380,0,0,1,3,2019,6,2019,6,2
184567,1,1,2,3,2018,12,2018,12,2
263756,1,1,1,5,2019,3,2019,3,2
416118,0,0,2,6,2019,7,2019,7,2
184220,0,1,2,2,2018,12,2018,12,4
352510,0,0,1,3,2019,5,2019,5,5
320109,1,1,1,7,2019,5,2019,5,2
166955,1,1,1,7,2018,11,2018,11,2
254016,1,1,2,3,2019,3,2019,3,5
475047,1,1,2,3,2019,12,2019,12,2
4355,1,0,1,7,2017,2,2017,2,1
561268,0,0,1,5,2019,6,2019,6,17
317936,1,0,2,2,2019,5,2019,5,2
41756,1,0,2,6,2017,11,2017,11,2
123617,0,0,1,7,2018,8,2018,8,5
13198,0,0,2,3,2017,6,2017,6,1
523918,1,1,1,6,2018,4,2018,5,5
271773,0,1,1,4,2019,3,2019,4,9
555415,1,0,1,7,2019,4,2019,4,7
327776,1,1,2,5,2019,5,2019,5,2
567320,0,0,1,3,2019,9,2019,9,7
569576,0,0,2,7,2019,9,2019,9,7
332494,1,1,2,7,2019,5,2019,5,2
439468,0,0,2,4,2019,8,2019,8,5
288142,1,1,1,6,2019,4,2019,4,2
423549,0,0,1,7,2019,7,2019,7,7
573731,0,0,2,6,2019,11,2019,11,7
289698,1,1,1,7,2019,4,2019,4,2
262845,1,1,1,7,2019,3,2019,3,5
294528,0,0,2,4,2019,4,2019,4,5
571134,0,0,1,4,2019,10,2019,10,7
531631,1,0,1,4,2018,7,2018,7,4
292318,0,0,1,4,2019,4,2019,4,2
258078,0,1,1,5,2019,3,2019,3,2
315587,0,1,2,4,2019,5,2019,5,5
267725,1,1,2,7,2019,3,2019,3,5
530550,0,0,1,7,2018,6,2018,6,83
75494,1,1,2,1,2018,4,2018,4,2
53193,0,0,1,7,2018,1,2018,1,2
460798,0,0,1,7,2019,10,2019,10,2
189779,1,1,1,5,2018,12,2018,12,2
485284,0,0,2,2,2020,1,2020,1,4
474549,0,0,2,7,2019,11,2019,12,2
70319,0,0,1,7,2018,3,2018,3,2
414066,0,0,1,7,2019,7,2019,7,2
106836,0,0,1,7,2018,7,2018,7,7
489734,0,0,1,6,2017,3,2017,3,7
321417,1,0,2,3,2019,5,2019,5,2
258077,1,1,1,7,2019,3,2019,3,2
482655,0,0,1,7,2020,1,2020,1,1
130909,0,1,1,7,2018,9,2018,9,11
527702,1,1,2,3,2018,5,2018,5,5
101879,1,1,2,4,2018,6,2018,6,5
497931,0,0,2,5,2017,9,2017,9,5
82723,1,1,1,5,2018,4,2018,5,5
281035,0,0,2,3,2019,4,2019,4,1
402594,1,1,2,5,2019,6,2019,7,5
421416,1,0,2,2,2019,7,2019,7,2
197639,1,1,1,4,2019,1,2019,1,2
249719,1,1,1,7,2019,3,2019,3,5
479991,0,0,1,7,2019,12,2019,12,7
493322,0,0,1,7,2017,7,2017,7,2
492284,0,0,2,5,2017,6,2017,6,2
568563,0,0,2,5,2019,9,2019,9,7
568886,0,0,2,5,2019,9,2019,9,7
302354,1,1,1,7,2019,4,2019,4,2
160913,1,1,2,3,2018,11,2018,11,9
160124,1,1,1,3,2018,11,2018,11,5
458960,0,1,1,4,2019,9,2019,10,6
97725,0,1,1,6,2018,6,2018,6,1
94193,1,1,1,3,2018,5,2018,6,2
424132,0,0,1,3,2019,7,2019,7,2
311565,1,1,1,4,2019,4,2019,5,5
63781,0,0,1,6,2018,2,2018,2,2
470117,1,0,1,4,2019,11,2019,11,4
461391,0,0,1,7,2019,10,2019,10,7
50436,0,0,1,7,2017,12,2017,12,5
297853,0,1,1,7,2019,4,2019,4,5
76093,0,0,1,7,2018,4,2018,4,2
562972,1,0,2,3,2019,7,2019,7,7
37961,0,0,2,7,2017,11,2017,11,7
256473,1,1,1,5,2019,3,2019,3,5
220049,1,1,2,5,2019,2,2019,2,5
190644,1,1,2,7,2018,12,2018,12,2
167019,1,1,1,6,2018,11,2018,11,2
16177,0,0,1,5,2017,7,2017,7,2
51011,1,0,2,7,2017,12,2017,12,2
221640,1,1,1,3,2019,2,2019,2,1
110264,0,0,2,5,2018,7,2018,7,2
288391,1,0,1,3,2019,4,2019,4,1
308881,0,0,2,1,2019,4,2019,4,7
383983,0,0,1,6,2019,6,2019,6,2
429775,0,0,1,3,2019,7,2019,7,5
505378,1,0,2,3,2017,12,2017,12,2
8317,0,0,1,7,2017,3,2017,3,1
469814,1,0,1,6,2019,11,2019,11,4
300821,1,0,2,4,2019,4,2019,4,2
548076,0,0,2,4,2019,1,2019,1,65
412400,0,0,2,4,2019,7,2019,7,5
369992,1,1,1,7,2019,6,2019,6,2
26798,0,0,1,7,2017,9,2017,9,1
297771,1,1,1,7,2019,4,2019,4,2
569623,0,0,2,4,2019,9,2019,9,7
48413,1,0,2,7,2017,12,2017,12,2
1071,0,0,1,7,2017,1,2017,1,1
247288,0,1,2,1,2019,3,2019,3,2
255227,1,1,1,2,2019,3,2019,3,2
210524,1,0,1,7,2019,1,2019,2,2
475727,0,0,2,7,2019,12,2019,12,2
350704,0,1,1,3,2019,5,2019,5,2
48142,1,0,2,3,2017,12,2017,12,5
544296,0,1,1,4,2018,12,2018,12,1
505243,0,0,1,6,2017,12,2017,12,2
173851,0,1,1,6,2018,12,2018,12,5
535157,0,1,1,5,2018,8,2018,8,5
373767,0,1,1,7,2019,6,2019,6,2
275880,1,0,2,5,2019,4,2019,4,5
145130,1,1,2,3,2018,10,2018,10,5
234780,0,0,2,7,2019,2,2019,2,7
535826,1,0,2,7,2018,8,2018,9,5
132934,1,1,1,6,2018,9,2018,9,1
27349,0,0,2,3,2017,9,2017,9,5
446688,0,0,2,3,2019,8,2019,8,4
217551,1,1,2,3,2019,2,2019,2,2
347548,0,0,2,3,2019,5,2019,5,1
414363,1,1,1,4,2019,7,2019,12,2
410067,0,0,2,4,2019,7,2019,7,5
239280,0,1,2,7,2019,3,2019,3,5
395186,0,0,2,3,2019,6,2019,6,1
548482,0,0,1,7,2019,1,2019,1,7
520259,0,0,2,6,2018,4,2018,4,7
456713,1,0,1,2,2019,9,2019,9,2
343321,1,1,1,6,2019,5,2019,5,5
522616,0,0,1,3,2018,4,2018,4,7
569615,0,0,1,2,2019,9,2019,9,7
149909,1,1,1,3,2018,10,2018,10,5
202506,1,0,1,6,2019,1,2019,1,5
212616,1,1,1,5,2019,2,2019,2,2
267285,1,1,1,7,2019,3,2019,3,5
369514,1,0,2,3,2019,6,2019,6,5
424860,0,0,1,7,2019,7,2019,7,2
43667,0,1,1,4,2017,11,2017,11,1
201238,0,0,2,7,2019,1,2019,1,1
168294,1,1,1,7,2018,11,2018,11,1
490582,0,0,1,3,2017,4,2017,4,1
312664,1,0,2,7,2019,4,2019,5,9
510687,0,0,2,5,2018,1,2018,1,2
98459,1,1,1,1,2018,6,2018,6,5
310893,0,0,2,5,2019,4,2019,4,2
95809,0,1,1,3,2018,6,2018,6,5
413607,1,0,2,2,2019,7,2019,7,2
92203,0,0,1,1,2018,5,2018,5,2
305702,1,1,2,7,2019,4,2019,4,2
418532,0,0,1,7,2019,7,2019,7,2
422897,1,0,1,2,2019,7,2019,7,2
431475,1,1,2,2,2019,7,2019,8,5
247768,1,1,2,7,2019,3,2019,3,2
466670,0,0,1,7,2019,10,2019,10,2
346081,0,0,1,4,2019,5,2019,5,2
339687,1,1,1,5,2019,5,2019,5,5
287292,1,0,1,2,2019,4,2019,4,2
464229,1,1,1,3,2019,10,2019,10,4
266650,0,1,2,5,2019,3,2019,3,2
83729,1,1,1,3,2018,5,2018,5,2
365180,1,1,2,4,2019,5,2019,6,2
479359,0,1,1,3,2019,12,2019,12,2
188355,1,1,1,5,2018,12,2018,12,1
347000,0,1,2,6,2019,5,2019,5,5
138252,0,1,2,7,2018,10,2018,10,2
15536,1,0,2,4,2017,6,2017,7,2
513854,0,0,1,4,2018,2,2018,2,7
552273,0,1,1,3,2019,3,2019,3,5
376352,0,0,2,3,2019,6,2019,6,2
536809,0,0,2,3,2018,9,2018,9,7
475945,0,0,2,7,2019,12,2019,12,12
553665,1,1,2,3,2019,3,2019,3,12
267264,1,1,2,6,2019,3,2019,4,2
420939,0,0,1,7,2019,7,2019,7,7
215404,0,1,1,7,2019,2,2019,2,2
534303,0,1,1,4,2018,8,2018,8,5
106184,1,0,2,7,2018,7,2018,7,5
393326,0,0,2,5,2019,6,2019,6,5
188833,1,1,1,4,2018,12,2018,12,2
21631,0,0,1,5,2017,8,2017,8,2
555160,1,1,2,4,2019,4,2019,4,24
578589,0,0,2,6,2020,1,2020,1,1
137873,0,1,1,5,2018,10,2018,10,5
447811,0,0,1,7,2019,8,2019,9,7
110769,0,1,1,6,2018,7,2018,7,5
420167,0,0,2,7,2019,7,2019,7,1
150544,1,0,1,7,2018,10,2018,10,1
247992,1,1,2,3,2019,3,2019,3,2
159698,1,1,1,6,2018,11,2018,11,2
146378,1,1,2,4,2018,10,2018,10,2
405389,1,0,2,5,2019,7,2019,7,5
310247,0,1,2,3,2019,4,2019,5,2
544408,1,0,1,1,2018,11,2018,12,7
542441,1,1,2,3,2018,11,2018,11,2
483877,0,0,1,7,2020,1,2020,1,2
83861,1,0,2,4,2018,5,2018,5,2
350482,1,0,2,4,2019,5,2019,5,2
518517,0,0,2,3,2018,3,2018,3,7
306549,1,0,1,2,2019,4,2019,4,2
318261,1,1,1,1,2019,5,2019,5,1
242181,1,1,1,6,2019,3,2019,3,2
13840,0,0,1,4,2017,6,2017,6,1
510015,1,0,1,7,2018,1,2018,1,5
269160,1,1,1,6,2019,3,2019,4,2
187808,1,1,1,7,2018,12,2018,12,2
480236,0,0,1,6,2019,12,2019,12,2
437204,0,0,2,5,2019,8,2019,8,5
140583,0,0,1,7,2018,10,2018,10,2
529979,1,0,1,4,2018,6,2018,6,7
544062,1,1,2,5,2018,11,2018,12,7
178679,1,1,1,3,2018,12,2018,12,5
428829,0,0,1,5,2019,7,2019,7,4
340038,1,1,1,7,2019,5,2019,5,5
41267,0,0,2,5,2017,11,2017,11,5
14857,0,0,1,7,2017,6,2017,6,7
519074,0,0,1,7,2018,3,2018,3,2
124216,0,1,1,7,2018,8,2018,9,5
198259,1,0,1,7,2019,1,2019,1,2
452914,0,0,1,7,2019,9,2019,9,5
383291,0,1,2,7,2019,6,2019,6,1
555971,1,0,1,5,2019,4,2019,4,27
37869,0,0,2,7,2017,11,2017,11,2
281686,1,1,2,6,2019,4,2019,4,2
283807,1,1,1,7,2019,4,2019,4,5
201715,1,0,1,6,2019,1,2019,1,1
196717,0,0,2,1,2019,1,2019,1,5
343555,1,1,1,7,2019,5,2019,5,5
426171,0,0,2,5,2019,7,2019,7,4
406614,1,0,1,7,2019,7,2019,7,1
411506,1,0,2,4,2019,7,2019,7,5
277493,0,0,1,2,2019,4,2019,4,5
33112,0,0,1,7,2017,10,2017,10,2
570663,0,0,1,4,2019,10,2019,10,7
549958,0,1,1,3,2019,2,2019,2,5
515770,0,0,2,7,2018,3,2018,3,7
61381,0,0,1,7,2018,2,2018,2,2
404989,0,0,1,4,2019,7,2019,7,5
475737,0,0,1,5,2019,12,2019,12,4
288541,1,1,1,7,2019,4,2019,4,1
510675,0,0,1,6,2018,1,2018,1,2
221040,1,1,1,7,2019,2,2019,2,5
249166,0,1,2,6,2019,3,2019,3,1
105696,0,0,2,6,2018,7,2018,7,5
574784,0,0,2,5,2019,11,2019,11,7
529791,0,0,1,2,2018,6,2018,6,7
516983,0,0,1,7,2018,3,2018,3,4
223671,1,0,1,2,2019,2,2019,2,5
516280,0,0,1,5,2018,3,2018,3,7
417215,0,0,2,3,2019,7,2019,7,69
473568,0,0,1,3,2019,11,2019,11,4
189629,1,1,1,4,2018,12,2018,12,5
11654,0,0,2,4,2017,5,2017,5,1
100745,1,1,2,7,2018,6,2018,6,5
396261,0,1,1,6,2019,6,2019,6,1
74431,0,0,1,7,2018,4,2018,4,7
118606,0,0,1,7,2018,8,2018,8,5
458701,1,1,1,4,2019,9,2019,10,5
377783,1,0,2,4,2019,6,2019,6,5
116392,1,1,1,3,2018,8,2018,8,2
36368,1,1,1,3,2017,10,2017,11,2
468577,0,0,1,7,2019,11,2019,11,2
408579,1,0,2,4,2019,7,2019,7,5
99746,1,1,2,5,2018,6,2018,6,2
91436,1,0,1,7,2018,5,2018,5,9
445122,0,0,1,7,2019,8,2019,8,4
60336,1,0,1,3,2018,2,2018,2,1
521304,0,0,1,5,2018,4,2018,4,17
348524,1,1,1,7,2019,5,2019,5,1
438211,1,0,1,3,2019,8,2019,8,2
